CODIGO,ESTABLECIMIENTO,DEPARTAMENTO,MUNICIPIO,TELEFONO
14-16-0105-46,COLEGIO MIXTO DIVERSIFICADO INTERCULTURAL,QUICHE,SACAPULAS,
14-16-0107-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,SACAPULAS,
14-16-5259-46,LICEO SACAPULAS,QUICHE,SACAPULAS,
14-16-5260-46,COLEGIO PRIVADO MIXTO BILINGUE TUJAAL,QUICHE,SACAPULAS,
14-17-0031-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR COEEX,QUICHE,SAN BARTOLOME JOCOTENANGO,
14-18-0004-46,CENTRO EDUCATIVO PLURICULTURAL,QUICHE,CANILLA,
14-18-0032-46,INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADO ADONAI,QUICHE,CANILLA,
14-18-0038-46,CENTRO DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,CANILLA,
14-18-0041-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR COEEX,QUICHE,CANILLA,
14-18-5508-46,INSTITUTO MUNICIPAL DE MAGISTERIO INTERCULTURAL,QUICHE,CANILLA,
14-19-0055-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA INED,QUICHE,CHICAMAN,
14-19-0079-46,INSTITUTO TECNOLOGICO MUNICIPAL DE CHICAMAN,QUICHE,CHICAMAN,
14-19-0081-46,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA BELEJU,QUICHE,CHICAMAN,
14-19-0084-46,COLEGIO MIXTO CIENCIA Y DESARROLLO CHICAMAN,QUICHE,CHICAMAN,
14-19-0085-46,COLEGIO MIXTO CIENCIA Y DESARROLLO CHICAMAN,QUICHE,CHICAMAN,
14-19-0089-46,COLEGIO MULTILINGUE INTERCULTURAL TECNOLOGICO PAJUIL JUAN JOSE AREVALO BERMEJO COMITEC PAJUIL,QUICHE,CHICAMAN,
14-19-0097-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR COEEX,QUICHE,CHICAMAN,
14-19-0099-46,COLEGIO MIXTO CIENCIA Y DESARROLLO CHICAMAN,QUICHE,CHICAMAN,
14-19-0101-46,INSTITUTO DIVERSIFICADO DE ESTUDIOS AVANZADOS POR COOPERATIVA IDEACOP PAJUIL,QUICHE,CHICAMAN,
14-19-0108-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,QUICHE,CHICAMAN,
14-19-0112-46,COLEGIO MIXTO CIENCIA Y DESARROLLO CHICAMAN,QUICHE,CHICAMAN,
14-19-0113-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,CHICAMAN,
14-19-5511-46,INSTITUTO NORMAL MIXTO DIVERSIFICADO POR COOPERATIVA,QUICHE,CHICAMAN,
14-20-0124-46,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,QUICHE,IXCAN,
14-20-0126-46,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,QUICHE,IXCAN,
14-20-0130-46,CENTRO EDUCATIVO ASOCIACION DE MAESTRO DE EDUCACION RURAL DE GUATEMALA AMERG IXCAN,QUICHE,IXCAN,
14-20-0134-46,INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA WATAN,QUICHE,IXCAN,
14-20-0135-46,COLEGIO PRE UNIVERSITARIO INTERCULTURAL COTPI,QUICHE,IXCAN,
14-20-0140-46,INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA DE ENSENANZA,QUICHE,IXCAN,
14-20-0141-46,COLEGIO MIXTO OXLAJU B AQTUN,QUICHE,IXCAN,
14-20-0142-46,INSTITUTO TECNICO DIVERSIFICADO ASOCIATIVA AJ YICHKAN,QUICHE,IXCAN,
14-20-0143-46,LICEO TECNOLOGICO DOCTOR JUAN JOSE AREVALO BERMEJO,QUICHE,IXCAN,
14-20-0145-46,COLEGIO DIVERSIFICADO MAYALAND,QUICHE,IXCAN,
14-20-0147-46,ESCUELA NORMAL BILINGUE INTERCULTURAL MAYAB TIJOB AL OXLAJUJ TZI,QUICHE,IXCAN,
14-20-0148-46,COLEGIO MIXTO OXLAJUJ B AQTUN,QUICHE,IXCAN,
14-20-0150-46,COLEGIO AMERICANO MAYA QUICHE,QUICHE,IXCAN,
14-20-0152-46,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,QUICHE,IXCAN,
14-20-0153-46,COLEGIO EVANGELICO MIXTO EL EDEN,QUICHE,IXCAN,
14-20-0154-46,LICEO TECNOLOGICO DOCTOR JUAN JOSE AREVALO BERMEJO,QUICHE,IXCAN,
14-20-0156-46,INSTITUTO TECNICO DIVERSIFICADO ASOCIATIVA AJ YICHKAN,QUICHE,IXCAN,
14-20-0157-46,COLEGIO MIXTO JOSE MARIA,QUICHE,IXCAN,
14-20-0158-46,COLEGIO MIXTO OXLAJU B AQTUN,QUICHE,IXCAN,
14-20-0161-46,LICEO MIXTO DEL NORTE,QUICHE,IXCAN,
14-20-0162-46,INSTITUTO DIVERSIFICADO MAYA PADRE GUILLERMO WOODS,QUICHE,IXCAN,
14-20-0165-46,LICEO MIXTO DEL NORTE,QUICHE,IXCAN,
14-20-0166-46,COLEGIO MIXTO PREUNIVERSITARIO BILINGUE INTERCULTURAL,QUICHE,IXCAN,
14-20-0167-46,COLEGIO MIXTO DIVERSIFICADO EL AFAN,QUICHE,IXCAN,
14-20-0172-46,COLEGIO MIXTO MESOAMERICANO SANTIAGUENSE,QUICHE,IXCAN,
14-20-0174-46,LICEO MIXTO DEL NORTE FIN DE SEMANA,QUICHE,IXCAN,
14-20-0175-46,LICEO MIXTO DEL NORTE FIN DE SEMANA,QUICHE,IXCAN,
14-20-0176-46,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA PRONEA,QUICHE,IXCAN,
14-20-0178-46,LICEO TECNOLOGICO DOCTOR JUAN JOSE AREVALO BERMEJO,QUICHE,IXCAN,
14-20-0180-46,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,QUICHE,IXCAN,
14-20-0181-46,COLEGIO MIXTO JOSE MARIA,QUICHE,IXCAN,
14-20-0182-46,LICEO MIXTO DEL NORTE,QUICHE,IXCAN,
14-20-0184-46,COLEGIO AMERICANO MAYA QUICHE,QUICHE,IXCAN,
14-20-0186-46,COLEGIO MIXTO PREUNIVERSITARIO BILINGUE INTERCULTURAL,QUICHE,IXCAN,
14-20-0226-46,PROGRAMA MODALIDADES FLEXIBLES PARA LA EDUCACION MEDIA,QUICHE,IXCAN,
14-20-5058-46,COLEGIO AMERICANO MAYA QUICHE,QUICHE,IXCAN,
14-20-5525-46,COLEGIO AMERICANO MAYA QUICHE,QUICHE,IXCAN,
14-20-5526-46,COLEGIO AMERICANO MAYA QUICHE,QUICHE,IXCAN,
14-20-5530-46,INSTITUTO DIVERSIFICADO MAYA PADRE GUILLERMO WOODS,QUICHE,IXCAN,
14-20-5707-46,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,QUICHE,IXCAN,
14-20-5709-46,INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA,QUICHE,IXCAN,
14-20-5717-46,ENBI ESCUELA NORMAL BILINGUE INTERCULTURAL MAYAB TIJOB AL OXLAJUJ TZ I,QUICHE,IXCAN,
14-20-5813-46,INSTITUTO TECNICO DIVERSIFICADO ASOCIATIVA AJ YICHKAN,QUICHE,IXCAN,
14-20-5814-46,LICEO TECNOLOGICO DOCTOR JUAN JOSE AREVALO BERMEJO,QUICHE,IXCAN,
14-20-5872-46,LICEO AMERICANO MUNDO MAYA,QUICHE,IXCAN,
14-20-5873-46,LICEO AMERICANO MUNDO MAYA,QUICHE,IXCAN,
14-20-5876-46,INSTITUTO PRIVADO MIXTO DE DIVERSIFICADO KAIBIL BALAM,QUICHE,IXCAN,
14-20-5881-46,INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA DE ENSENANZA,QUICHE,IXCAN,
14-20-5966-46,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,QUICHE,IXCAN,
14-21-0006-46,INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA DE ENSENANZA,QUICHE,PACHALUN,
14-21-0018-46,LICEO DE CIENCIA Y TECNOLOGIA JOHN DALTON,QUICHE,PACHALUN,
14-21-0019-46,LICEO DE CIENCIA Y TECNOLOGIA JOHN DALTON,QUICHE,PACHALUN,
14-21-0020-46,LICEO DE CIENCIA Y TECNOLOGIA JOHN DALTON,QUICHE,PACHALUN,
14-21-0021-46,LICEO DE CIENCIA Y TECNOLOGIA JOHN DALTON,QUICHE,PACHALUN,
14-21-0023-46,LICEO INTERCULTURAL PACHALUMENSE,QUICHE,PACHALUN,
14-21-0024-46,LICEO INTERCULTURAL PACHALUMENSE,QUICHE,PACHALUN,
14-21-0025-46,LICEO INTERCULTURAL PACHALUMENSE,QUICHE,PACHALUN,
14-21-0026-46,INSTITUTO TECNOLOGICO PACHALUM,QUICHE,PACHALUN,
14-21-0030-46,INSTITUTO MUNICIPAL DE EDUCACION TECNOLOGICA PACHALUM IMET,QUICHE,PACHALUN,
14-21-0031-46,INSTITUTO MUNICIPAL DE EDUCACION TECNOLOGICA PACHALUM IMET,QUICHE,PACHALUN,
14-21-0032-46,COLEGIO BILINGUE DE COMPUTACION PACHALUM DE LOS SANTOS CBC PS,QUICHE,PACHALUN,
14-21-0036-46,LICEO INTERCULTURAL PACHALUMENSE,QUICHE,PACHALUN,
14-21-4702-46,INSTITUTO MIXTO PRIVADO DE MAGISTERIO PRIMARIA BILINGUE,QUICHE,PACHALUN,
14-21-5690-46,INSTITUTO TECNOLOGICO DE PACHALUM,QUICHE,PACHALUN,
14-21-6000-46,LICEO INTERCULTURAL PACHALUMENSE,QUICHE,PACHALUN,
14-21-6029-46,LICEO INTERCULTURAL PACHALUMENSE,QUICHE,PACHALUN,
11-01-0027-46,CENTRO EDUCATIVO JUAN PABLO II,RETALHULEU,RETALHULEU,
11-01-0074-46,COLEGIO PARTICULAR MIXTO D ANTONI,RETALHULEU,RETALHULEU,
11-01-0076-46,INSTITUTO OFICIAL DIVERSIFICADO CON ORIENTACION EN COMPUTACION,RETALHULEU,RETALHULEU,
11-01-0078-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO RETALTECO,RETALHULEU,RETALHULEU,
11-01-0079-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO SECRETARIADO BILINGUE LISBI,RETALHULEU,RETALHULEU,
11-01-0080-46,COLEGIO MIXTO RETALHULEU,RETALHULEU,RETALHULEU,
11-01-0081-46,INSTITUTO NORMAL MIXTO CARLOS DUBON,RETALHULEU,RETALHULEU,
11-01-0082-46,INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACION MEDIA,RETALHULEU,RETALHULEU,
11-01-0084-46,CENTRO EDUCATIVO JUAN PABLO II,RETALHULEU,RETALHULEU,
11-01-0101-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,RETALHULEU,RETALHULEU,
11-01-0110-46,INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD INTECAP,RETALHULEU,RETALHULEU,
11-01-0120-46,COLEGIO CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL,RETALHULEU,RETALHULEU,
11-01-0133-46,COLEGIO MIXTO IDEAS,RETALHULEU,RETALHULEU,
11-01-0136-46,INSTITUTO PRIVADO MIXTO POETA EDUARDO ORELLANA MATTA,RETALHULEU,RETALHULEU,
11-01-0137-46,INSTITUTO PRIVADO MIXTO POETA EDUARDO ORELLANA MATTA,RETALHULEU,RETALHULEU,
11-01-0153-46,COLEGIO EVANGELICO MIXTO SINAI,RETALHULEU,RETALHULEU,
11-01-0155-46,COLEGIO EVANGELICO MIXTO SINAI,RETALHULEU,RETALHULEU,
11-01-0164-46,COLEGIO LICEO DEL SUR BILINGUE LISBI,RETALHULEU,RETALHULEU,
11-01-0165-46,COLEGIO PARTICULAR MIXTO PAULO COELHO,RETALHULEU,RETALHULEU,
11-01-0167-46,COLEGIO PARTICULAR MIXTO PAULO COELHO,RETALHULEU,RETALHULEU,
11-01-0168-46,COLEGIO TECNOLOGICO CABALLO BLANCO,RETALHULEU,RETALHULEU,
11-01-0170-46,COLEGIO MIXTO CENTROAMERICANO,RETALHULEU,RETALHULEU,
11-01-0171-46,COLEGIO MIXTO CENTROAMERICANO,RETALHULEU,RETALHULEU,
11-01-0188-46,COLEGIO CRISTIANO INTEGRAL ISRAEL,RETALHULEU,RETALHULEU,
11-01-0193-46,COLEGIO PARTICULAR MIXTO PAULO COELHO,RETALHULEU,RETALHULEU,
11-01-0197-46,COLEGIO MIXTO LICEO RETALTECO,RETALHULEU,RETALHULEU,
11-01-0199-46,COLEGIO MIXTO LICEO RETALTECO,RETALHULEU,RETALHULEU,
11-01-0200-46,COLEGIO MIXTO RETALHULEU,RETALHULEU,RETALHULEU,
11-01-0201-46,COLEGIO MIXTO RETALHULEU,RETALHULEU,RETALHULEU,
11-01-0206-46,COLEGIO MIXTO LUIS CARDONA Y ARAGON,RETALHULEU,RETALHULEU,
11-01-0208-46,COLEGIO MIXTO LUIS CARDONA Y ARAGON,RETALHULEU,RETALHULEU,
11-01-0212-46,COLEGIO TECNOLOGICO BLAISE PASCAL,RETALHULEU,RETALHULEU,
11-01-0215-46,CENTRO EDUCATIVO NUESTRO MUNDO,RETALHULEU,RETALHULEU,
11-01-0218-46,CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL,RETALHULEU,RETALHULEU,
11-01-0223-46,COLEGIO MIXTO IDEAS,RETALHULEU,RETALHULEU,
11-01-0224-46,COLEGIO MIXTO ADVENTISTA EL XAB,RETALHULEU,RETALHULEU,
11-01-0225-46,INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA,RETALHULEU,RETALHULEU,
11-01-0226-46,INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA,RETALHULEU,RETALHULEU,
11-01-0230-46,INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA,RETALHULEU,RETALHULEU,
11-01-0232-46,COLEGIO MIXTO LICEO RETALTECO,RETALHULEU,RETALHULEU,
11-01-0233-46,INSTITUTO ADOLFO V HALL DEL SUR,RETALHULEU,RETALHULEU,
11-01-0236-46,LICEO TECNOLOGICO JAVIER MARTINEZ,RETALHULEU,RETALHULEU,
11-01-0237-46,LICEO TECNOLOGICO JAVIER MARTINEZ,RETALHULEU,RETALHULEU,
11-01-0240-46,COLEGIO TECNOLOGICO CABALLO BLANCO,RETALHULEU,RETALHULEU,
11-01-0241-46,COLEGIO TECNOLOGICO CABALLO BLANCO,RETALHULEU,RETALHULEU,
11-01-0242-46,INSTITUTO DE EDUCACION ARTISTICA DEL SUR IDEAS,RETALHULEU,RETALHULEU,
11-01-0249-46,CENTRO EDUCATIVO RETALTECO DE FORMACION Y CAPACITACION DON BOSCO,RETALHULEU,RETALHULEU,
11-01-0250-46,CENTRO EDUCATIVO DE FORMACION Y CAPACITACION DON BOSCO,RETALHULEU,RETALHULEU,
11-01-0252-46,COLEGIO MIXTO TECNOLOGICO SAN AGUSTIN,RETALHULEU,RETALHULEU,
11-01-0253-46,COLEGIO MIXTO TECNOLOGICO SAN AGUSTIN,RETALHULEU,RETALHULEU,
11-01-0255-46,CENTRO EDUCATIVO NUEVA CANDELARIA,RETALHULEU,RETALHULEU,
11-01-0257-46,COLEGIO MIXTO SUPERACION,RETALHULEU,RETALHULEU,
11-01-0258-46,COLEGIO MIXTO SUPERACION,RETALHULEU,RETALHULEU,
11-01-0267-46,COLEGIO EVANGELICO MIXTO SINAI II,RETALHULEU,RETALHULEU,
11-01-0268-46,COLEGIO EVANGELICO MIXTO SINAI II,RETALHULEU,RETALHULEU,
11-01-0271-46,COLEGIO TECNOLOGICO BLAISE PASCAL,RETALHULEU,RETALHULEU,
11-01-0272-46,COLEGIO TECNOLOGICO BLAISE PASCAL,RETALHULEU,RETALHULEU,
11-01-0276-46,COLEGIO SANTA TERESA,RETALHULEU,RETALHULEU,
11-01-0286-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA IPEM,RETALHULEU,RETALHULEU,
11-01-0291-46,COLEGIO PRIVADO MIXTO NUEVA GENERACION,RETALHULEU,RETALHULEU,
11-01-0292-46,COLEGIO JOSE BATRES MONTUFAR,RETALHULEU,RETALHULEU,
11-01-0293-46,COLEGIO JOSE BATRES MONTUFAR,RETALHULEU,RETALHULEU,
11-01-0294-46,COLEGIO PRIVADO MIXTO NUEVA GENERACION,RETALHULEU,RETALHULEU,
11-01-0296-46,COLEGIO PRIVADO MIXTO NUEVA GENERACION,RETALHULEU,RETALHULEU,
11-01-0298-46,COLEGIO EVANGELICO MIXTO SINAI,RETALHULEU,RETALHULEU,
11-01-0300-46,COLEGIO EVANGELICO MIXTO SINAI,RETALHULEU,RETALHULEU,
11-01-0304-46,COLEGIO MIXTO EN COMPUTACION LA MERCED,RETALHULEU,RETALHULEU,
11-01-0306-46,COLEGIO MIXTO EN COMPUTACION LA MERCED,RETALHULEU,RETALHULEU,
11-01-0308-46,COLEGIO MIXTO EN COMPUTACION LA MERCED,RETALHULEU,RETALHULEU,
11-01-0310-46,COLEGIO MIXTO CRISTIANO GETSEMANI,RETALHULEU,RETALHULEU,
11-01-0312-46,COLEGIO MIXTO CRISTIANO GETSEMANI,RETALHULEU,RETALHULEU,
11-01-0316-46,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION Y CAPACITACION MIGUEL ANGEL ASTURIAS,RETALHULEU,RETALHULEU,
11-01-0318-46,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION Y CAPACITACION MIGUEL ANGEL ASTURIAS,RETALHULEU,RETALHULEU,
11-01-0320-46,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION Y CAPACITACION MIGUEL ANGEL ASTURIAS,RETALHULEU,RETALHULEU,
11-01-0321-46,COLEGIO EVANGELICO MIXTO PALABRA VIVA,RETALHULEU,RETALHULEU,
11-01-0327-46,COLEGIO EVANGELICO MIXTO PALABRA VIVA,RETALHULEU,RETALHULEU,
11-01-0338-46,COLEGIO EVANGELICO MIXTO PALABRA VIVA,RETALHULEU,RETALHULEU,
11-01-0340-46,COLEGIO EVANGELICO MIXTO PALABRA VIVA,RETALHULEU,RETALHULEU,
11-01-0344-46,LICEO ALFRED NOBEL,RETALHULEU,RETALHULEU,
11-01-0346-46,COLEGIO MIXTO CENTROAMERICANO,RETALHULEU,RETALHULEU,
11-01-0348-46,LICEO ALFRED NOBEL,RETALHULEU,RETALHULEU,
11-01-0350-46,LICEO ALFRED NOBEL,RETALHULEU,RETALHULEU,
11-01-0351-46,LICEO ALFRED NOBEL,RETALHULEU,RETALHULEU,
11-01-0357-46,COLEGIO PRIVADO MIXTO LUIS CARDOZA Y ARAGON,RETALHULEU,RETALHULEU,
11-01-0365-46,COLEGIO MIXTO IDEAS,RETALHULEU,RETALHULEU,
11-01-0366-46,COLEGIO MIXTO IDEAS,RETALHULEU,RETALHULEU,
11-01-0369-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTROAMERICANO,RETALHULEU,RETALHULEU,
11-01-0372-46,COLEGIO PRIVADO MIXTO NUEVA GENERACION,RETALHULEU,RETALHULEU,
11-01-0376-46,COLEGIO TECNOLOGICO JAN KOMENSKY,RETALHULEU,RETALHULEU,
11-01-0378-46,COLEGIO TECNOLOGICO JAN KOMENSKY,RETALHULEU,RETALHULEU,
11-01-0383-46,COLEGIO MIXTO LUIS FERNANDO ESQUIVEL SANCHEZ,RETALHULEU,RETALHULEU,
11-01-0384-46,COLEGIO MIXTO LUIS FERNANDO ESQUIVEL SANCHEZ,RETALHULEU,RETALHULEU,
11-01-0387-46,COLEGIO PRIVADO MIXTO CABALLO BLANCO,RETALHULEU,RETALHULEU,
11-01-0388-46,COLEGIO PRIVADO MIXTO CABALLO BLANCO,RETALHULEU,RETALHULEU,
11-01-0389-46,COLEGIO MIXTO LA PAZ,RETALHULEU,RETALHULEU,
11-01-0393-46,COLEGIO PARTICULAR MIXTO PAULO COELHO,RETALHULEU,RETALHULEU,
11-01-0397-46,CENTRO EDUCATIVO NUEVA CANDELARIA,RETALHULEU,RETALHULEU,
11-01-0400-46,COLEGIO MIXTO TECNOLOGICO SAN AGUSTIN,RETALHULEU,RETALHULEU,
11-01-0402-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,RETALHULEU,RETALHULEU,
11-01-0404-46,COLEGIO PRIVADO URBANO MIXTO BILINGUE PARAISO,RETALHULEU,RETALHULEU,
11-01-0406-46,COLEGIO PRIVADO URBANO MIXTO BILINGUE PARAISO,RETALHULEU,RETALHULEU,
11-01-0409-46,COLEGIO CRISTIANO BELEN,RETALHULEU,RETALHULEU,
11-01-0411-46,COLEGIO CRISTIANO BELEN,RETALHULEU,RETALHULEU,
11-01-0413-46,COLEGIO EXPERIMENTAL DISTRITO DE ALTO RENDIMIENTO DAR LA TRINIDAD,RETALHULEU,RETALHULEU,
11-01-0418-46,INSTITUTO TECNOLOGICO DE EDUCACION BILINGUE INTERCULTURAL,RETALHULEU,RETALHULEU,
11-01-0419-46,COLEGIO TECNOLOGICO BLAISE PASCAL,RETALHULEU,RETALHULEU,
11-01-0420-46,COLEGIO TECNOLOGICO BLAISE PASCAL,RETALHULEU,RETALHULEU,
11-01-0422-46,COLEGIO SMART KIDS GARDEN,RETALHULEU,RETALHULEU,
11-01-0425-46,COLEGIO PRIVADO MIXTO DE EDUCACION MEDIA PROF JULIO CESAR ACOSTA BARRASCOUT,RETALHULEU,RETALHULEU,
11-01-0427-46,LICEO CRISTIANO MIXTO LA FE,RETALHULEU,RETALHULEU,
11-01-0429-46,LICEO CRISTIANO MIXTO LA FE,RETALHULEU,RETALHULEU,
11-01-0431-46,LICEO CRISTIANO MIXTO LA FE,RETALHULEU,RETALHULEU,
11-01-0435-46,INSTITUTO DE COMPUTACION INFORMATICA,RETALHULEU,RETALHULEU,
11-01-0436-46,COLEGIO CRISTIANO MIXTO BLESSING,RETALHULEU,RETALHULEU,
11-01-0437-46,INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACION MEDIA,RETALHULEU,RETALHULEU,
11-01-0441-46,COLEGIO CRISTIANO BELEN,RETALHULEU,RETALHULEU,
11-01-0445-46,COLEGIO CRISTIANO VERBO,RETALHULEU,RETALHULEU,
11-01-0446-46,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA PRONEA,RETALHULEU,RETALHULEU,
11-01-0447-46,MODALIDADES FLEXIBLES,RETALHULEU,RETALHULEU,
11-01-0452-46,COLEGIO MIXTO MARIO MONTEFORTE TOLEDO,RETALHULEU,RETALHULEU,
11-01-0453-46,COLEGIO MIXTO MARIO MONTEFORTE TOLEDO,RETALHULEU,RETALHULEU,
11-01-0457-46,CENTRO EDUCATIVO NAPOLEON VILLATORO,RETALHULEU,RETALHULEU,
11-01-0458-46,COLEGIO TECNOLOGICO JAN KOMENSKY,RETALHULEU,RETALHULEU,
11-01-0460-46,COLEGIO EVANGELICO MIXTO BUENA CREACION,RETALHULEU,RETALHULEU,
11-01-0464-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,RETALHULEU,RETALHULEU,
11-01-0468-46,LICEO TECNOLOGICO JAVIER MARTINEZ,RETALHULEU,RETALHULEU,
11-01-0470-46,COLEGIO PRIVADO MIXTO LUIS CARDOZA Y ARAGON,RETALHULEU,RETALHULEU,
11-01-0472-46,COLEGIO TECNOLOGICO CABALLO BLANCO,RETALHULEU,RETALHULEU,
11-01-0474-46,COLEGIO EVANGELICO MIXTO SINAI,RETALHULEU,RETALHULEU,
11-01-0476-46,COLEGIO PARTICULAR MIXTO PAULO COELHO,RETALHULEU,RETALHULEU,
11-01-0478-46,COLEGIO MIXTO RETALHULEU,RETALHULEU,RETALHULEU,
11-01-0480-46,COLEGIO MIXTO SUPERACION,RETALHULEU,RETALHULEU,
11-01-0482-46,COLEGIO EVANGELICO MIXTO SINAI II,RETALHULEU,RETALHULEU,
11-01-0484-46,INSTITUTO BASICO Y BACHILLERATO POR MADUREZ DESARROLLO INTEGRADOR,RETALHULEU,RETALHULEU,
11-01-0486-46,COLEGIO MIXTO TECNOLOGICO SAN AGUSTIN,RETALHULEU,RETALHULEU,
11-01-0488-46,COLEGIO MIXTO ISIDRO TARACENA,RETALHULEU,RETALHULEU,
11-01-0490-46,COLEGIO CRISTIANO BELEN,RETALHULEU,RETALHULEU,
11-01-0492-46,COLEGIO PRIVADO MIXTO NUEVA GENERACION,RETALHULEU,RETALHULEU,
11-01-0494-46,CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL,RETALHULEU,RETALHULEU,
11-01-0496-46,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION Y CAPACITACION MIGUEL ANGEL ASTURIAS,RETALHULEU,RETALHULEU,
11-01-0498-46,COLEGIO MIXTO LICEO RETALTECO,RETALHULEU,RETALHULEU,
11-01-0501-46,COLEGIO MIXTO CRISTIANO NUEVOS HORIZONTES,RETALHULEU,RETALHULEU,
11-01-0503-46,CENTRO EDUCATIVO NUEVA CANDELARIA,RETALHULEU,RETALHULEU,
11-01-0505-46,INSTITUTO PRIVADO MIXTO POETA ORELLANA MATTA,RETALHULEU,RETALHULEU,
11-01-0507-46,COLEGIO EVANGELICO MIXTO PALABRA VIVA,RETALHULEU,RETALHULEU,
11-01-0509-46,COLEGIO MIXTO CRISTIANO GETSEMANI,RETALHULEU,RETALHULEU,
11-01-0511-46,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,RETALHULEU,RETALHULEU,
11-01-0513-46,COLEGIO JOSE BATRES MONTUFAR,RETALHULEU,RETALHULEU,
11-01-0515-46,COLEGIO PRIVADO URBANO MIXTO BILINGUE PARAISO,RETALHULEU,RETALHULEU,
11-01-0516-46,LICEO ALFRED NOBEL,RETALHULEU,RETALHULEU,
11-01-0519-46,COLEGIO MIXTO IDEAS,RETALHULEU,RETALHULEU,
11-01-0521-46,COLEGIO TECNOLOGICO JAN KOMENSKY,RETALHULEU,RETALHULEU,
11-01-0522-46,COLEGIO NACIONAL DE EDUCACION VIRTUAL TESLA,RETALHULEU,RETALHULEU,
11-01-0523-46,COLEGIO TECNOLOGICO CENTROAMERICANO COLTEC,RETALHULEU,RETALHULEU,
11-01-0525-46,COLEGIO MIXTO EN COMPUTACION LA MERCED,RETALHULEU,RETALHULEU,
11-01-0527-46,INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACION MEDIA,RETALHULEU,RETALHULEU,
11-01-0529-46,COLEGIO MIXTO MARIO MONTEFORTE TOLEDO,RETALHULEU,RETALHULEU,
11-01-0531-46,COLEGIO TECNOLOGICO BLAISE PASCAL,RETALHULEU,RETALHULEU,
11-01-0534-46,COLEGIO TECNOLOGICO CENTROAMERICANO COLTEC,RETALHULEU,RETALHULEU,
11-01-0538-46,COLEGIO BILINGUE AMERICANO,RETALHULEU,RETALHULEU,
11-01-0540-46,COLEGIO PRIVADO AMERICA DIGITAL,RETALHULEU,RETALHULEU,
11-01-0542-46,COLEGIO PRIVADO AMERICA DIGITAL,RETALHULEU,RETALHULEU,
11-01-0545-46,COLEGIO PRIVADO MIXTO MONTERREY,RETALHULEU,RETALHULEU,
11-01-0809-46,EL BOSQUE,RETALHULEU,RETALHULEU,
11-01-1108-46,INSTITUTO DE EDUCACION ARTISTICA DEL SUR IDEAS,RETALHULEU,RETALHULEU,
11-01-1177-46,INSTITUTO DE COMPUTACION INFORMATICA,RETALHULEU,RETALHULEU,
