CODIGO,ESTABLECIMIENTO,DEPARTAMENTO,MUNICIPIO,TELEFONO
01-15-0173-46,COLEGIO EVANGELICO BET EL SHAMMA,GUATEMALA,VILLA NUEVA,
01-15-0520-46,LICEO VALLES DEL SOL,GUATEMALA,VILLA NUEVA,
01-15-2075-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO CATOLICO,GUATEMALA,VILLA NUEVA,
01-15-2080-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO VILLA NUEVA,GUATEMALA,VILLA NUEVA,
01-15-2400-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO NUESTRA PATRIA,GUATEMALA,VILLA NUEVA,
01-15-2404-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO,GUATEMALA,VILLA NUEVA,
01-15-2406-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO,GUATEMALA,VILLA NUEVA,
01-15-2412-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 17 DE ABRIL,GUATEMALA,VILLA NUEVA,
01-15-2417-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ,GUATEMALA,VILLA NUEVA,
01-15-2427-46,INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADA CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,GUATEMALA,VILLA NUEVA,
01-15-2722-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO CENTRO EDUCATIVO MODERNO,GUATEMALA,VILLA NUEVA,
01-15-2723-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO CENTRO EDUCACIONAL MODERNO,GUATEMALA,VILLA NUEVA,
01-15-2733-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO CATOLICO,GUATEMALA,VILLA NUEVA,
01-15-2734-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO EL MESIAS,GUATEMALA,VILLA NUEVA,
01-15-2791-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO,GUATEMALA,VILLA NUEVA,
01-15-2893-46,INSTITUTO PARTICULAR MIXTO BENEDICTINO,GUATEMALA,VILLA NUEVA,
01-15-3044-46,CENTRO DE ESTUDIOS DE INFORMATICA Y TECNOLOGIA,GUATEMALA,VILLA NUEVA,
01-15-3093-46,COLEGIO MIXTO FERDINAND DE SAUSSURE,GUATEMALA,VILLA NUEVA,
01-15-4153-46,COLEGIO PRIVADO MIXTO CAMPO VERDE,GUATEMALA,VILLA NUEVA,
01-15-4155-46,INSTITUTO PRIVADO MIXTO GUATEMALA DE LA ASUNCION,GUATEMALA,VILLA NUEVA,
01-15-4422-46,CENTRO EDUCATIVO BILINGUE MADELIN,GUATEMALA,VILLA NUEVA,
01-15-4435-46,INSTITUTO PRIVADO GUATEMALA DE LA ASUNCION,GUATEMALA,VILLA NUEVA,
01-15-6188-46,INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ,GUATEMALA,VILLA NUEVA,
01-15-6271-46,CENTRO INDUSTRIAL NO 7 ANEXO A LA EOUM NO 99 CONFEDERACION SUIZA,GUATEMALA,VILLA NUEVA,
01-15-6571-46,INSTITUTO PRIVADO MIXTO LINDA VISTA,GUATEMALA,VILLA NUEVA,
01-15-6572-46,INSTITUTO PRIVADO MIXTO LINDA VISTA,GUATEMALA,VILLA NUEVA,
01-15-7132-46,COLEGIO MIXTO MARTA MARIA,GUATEMALA,VILLA NUEVA,
01-15-7423-46,COLEGIO MONTEVISION,GUATEMALA,VILLA NUEVA,
01-15-7425-46,COLEGIO MONTEVISION,GUATEMALA,VILLA NUEVA,
01-15-7677-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,GUATEMALA,VILLA NUEVA,
01-15-7716-46,COLEGIO PAZ DESARROLLO Y EXITO,GUATEMALA,VILLA NUEVA,
01-15-7858-46,INSTITUO MIXTO NOCTURNO EL ANGEL,GUATEMALA,VILLA NUEVA,
01-15-8223-46,COLEGIO PRIVADOMIXTO NUESTRA SENORA DELAS MERCEDES,GUATEMALA,VILLA NUEVA,
01-15-8297-46,LICEO PEDAGOGICO SAN JUDAS TADEO,GUATEMALA,VILLA NUEVA,
01-15-8676-46,COLEGIO PRIVADO RENACIMIENTO,GUATEMALA,VILLA NUEVA,
01-15-8696-46,ESCUELA PARTICULAR EXPERIMENTAL CRISTIANA EL VERBO 3,GUATEMALA,VILLA NUEVA,
01-15-8839-46,INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,GUATEMALA,VILLA NUEVA,
01-15-9074-46,COLEGIO LUIS REY,GUATEMALA,VILLA NUEVA,
01-15-9157-46,LICEO TECNICO DE VILLA NUEVA,GUATEMALA,VILLA NUEVA,
01-15-9217-46,CENTRO CRISTIANO EDUCACIONAL VIDA,GUATEMALA,VILLA NUEVA,
01-15-9469-46,CENTRO EDUCATIVO MANUEL GALICH,GUATEMALA,VILLA NUEVA,
01-15-9604-46,COLEGIO EVANGELICO AMIGOS,GUATEMALA,VILLA NUEVA,
01-15-9791-46,LICEO VILLA NUEVA,GUATEMALA,VILLA NUEVA,
01-16-2370-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA FORMACION INTEGRAL B D M JV,GUATEMALA,VILLA CANALES,
01-16-4544-46,INSTITUTO PARTICULAR MIXTO CARLOS HUMBERTO AGUIRRE PEREZ JN,GUATEMALA,VILLA CANALES,
01-17-0046-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,GUATEMALA,SAN MIGUEL PETAPA,
01-17-0289-46,CENTRO CULTURAL SAGRADA FAMILIA NO 2,GUATEMALA,SAN MIGUEL PETAPA,
01-17-0296-46,COLEGIO CEDROS INTEGRAL,GUATEMALA,SAN MIGUEL PETAPA,
01-17-2372-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA SAN MIGUEL,GUATEMALA,SAN MIGUEL PETAPA,
01-17-2973-46,COLEGIO CIENTIFICO DE COMPUTACION PROFESIONAL DIVERSIFICADO,GUATEMALA,SAN MIGUEL PETAPA,
01-17-4186-46,LICEO PRIVADO MIXTO VILLAHERMOSA,GUATEMALA,SAN MIGUEL PETAPA,
01-17-6534-46,CENTRO ESTUDIANTIL FENIX CEF,GUATEMALA,SAN MIGUEL PETAPA,
01-17-6793-46,COLEGIO TECNICO ESTUDIANTIL PROF CARLOS OVIDIO MILIAN,GUATEMALA,SAN MIGUEL PETAPA,
01-17-8861-46,INSTITUTO MUNICIPAL DE DIVERSIFICADO SAN MIGUEL PETAPA,GUATEMALA,SAN MIGUEL PETAPA,
01-17-8875-46,LICEO COMPUTARIZADO SAN ARCANGEL,GUATEMALA,SAN MIGUEL PETAPA,
01-17-9137-46,COLEGIO PRIVADO MIXTO NUESTRA SENORA DE LAS MERCEDES,GUATEMALA,SAN MIGUEL PETAPA,
18-01-0037-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO CRISTO REY JN,IZABAL,PUERTO BARRIOS,
18-01-0115-46,COLEGIO MIXTO EXPERIMENTAL EDUCARE,IZABAL,PUERTO BARRIOS,
18-01-0155-46,ESCUELA PARTICULAR MIXTA JUSTO RUFINO BARRIOS,IZABAL,PUERTO BARRIOS,
18-01-0162-46,COLEGIO PARTICULAR MIXTO PIEDRAS NEGRAS,IZABAL,PUERTO BARRIOS,
18-01-0305-46,INSTITUTO INTERCULTURAL MIXTO KATOK WINAQ,IZABAL,PUERTO BARRIOS,
18-01-0306-46,INSTITUTO INTERCULTURAL MIXTO KATOK WINAQ,IZABAL,PUERTO BARRIOS,
18-01-0307-46,INSTITUTO INTERCULTURAL MIXTO KATOK WINAQ,IZABAL,PUERTO BARRIOS,
18-01-0308-46,INSTITUTO INTERCULTURAL MIXTO KATOK WINAQ,IZABAL,PUERTO BARRIOS,
18-01-0327-46,COLEGIO PRIVADO MIXTO ECOLOGICO CAMPO Y VIDA,IZABAL,PUERTO BARRIOS,
18-01-0343-46,LICEO MIXTO BILINGUE CANADIENSE,IZABAL,PUERTO BARRIOS,
18-01-0344-46,LICEO MIXTO BINLINGUE CANADIENSE,IZABAL,PUERTO BARRIOS,
18-01-0365-46,LICEO DR LUIS VON AHN,IZABAL,PUERTO BARRIOS,
18-01-0711-46,INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA ASOPROBA,IZABAL,PUERTO BARRIOS,
18-01-1083-46,COLEGIO BILINGUE PARA SENORITAS SANTA MARTHA,IZABAL,PUERTO BARRIOS,
18-01-2004-46,COLEGIO DE CIENCIAS DE LA COMPUTACION,IZABAL,PUERTO BARRIOS,
18-01-2562-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,IZABAL,PUERTO BARRIOS,
18-01-2733-46,INSTITUTO PARTICULAR MIXTO EDUCATIVO INTEGRAL POR MADUREZ,IZABAL,PUERTO BARRIOS,
18-01-2828-46,LICEO TECNICO VOCACIONAL MAYA,IZABAL,PUERTO BARRIOS,
18-01-2834-46,INSTITUTO DIVERSIFICADO EN TECNOLOGIA Y TRABAJO INDUSTRIAL,IZABAL,PUERTO BARRIOS,
18-01-3089-46,INSTITUTO DIVERSIFICADO SAN JOSE,IZABAL,PUERTO BARRIOS,
18-01-3186-46,LICEO MIXTO MODERNO,IZABAL,PUERTO BARRIOS,
18-01-3269-46,LICEO MIXTO PASCAL,IZABAL,PUERTO BARRIOS,
18-02-0347-46,INSTITUTO PRIVADO MIXTO HERMANO PEDRO DE BETANCUR,IZABAL,LIVINGSTON,
18-02-0389-46,INSTITUTO PRIVADO MIXTO HERMANO PEDRO DE BETANCUR,IZABAL,LIVINGSTON,
18-03-0246-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA PERITO CONTADOR JN,IZABAL,EL ESTOR,
18-03-2527-46,LIC GERARD ANTHONY ALLEN ROWE,IZABAL,EL ESTOR,
18-03-2749-46,ESCUELA NORMAL BILINGUE INTERCULTURAL TZOLEB AAL TIJONEL Q EQCHI OXIB KEJ,IZABAL,EL ESTOR,
18-04-0016-46,COLEGIO PARTICULAR MIXTO MINERVA,IZABAL,MORALES,
18-04-0176-46,LICEO ALVAREZ OVALLE,IZABAL,MORALES,
18-04-0177-46,LICEO ALVAREZ OVALLE,IZABAL,MORALES,
18-04-0198-46,INSTITUTO PARTICULAR MIXTO DE EDUCACION DIVERSIFICADA LANQUIN I,IZABAL,MORALES,
18-04-0228-46,LICEO ALVAREZ OVALLE,IZABAL,MORALES,
18-04-0246-46,LICEO EDUCACIONAL MIXTO DEI VERBUM,IZABAL,MORALES,
18-04-0374-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO DE CIENCIAS DE LA COMPUTACION,IZABAL,MORALES,
18-04-0375-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTROAMERICANO JV,IZABAL,MORALES,
18-04-0380-46,LICEO EDUCACIONAL MIXTO DEI VERBUM,IZABAL,MORALES,
18-04-0415-46,LICEO EUCARISTICO DE LA MERCED,IZABAL,MORALES,
18-04-2302-46,INSTITUTO PARTICULAR MIXTO,IZABAL,MORALES,
18-04-3275-46,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR PEDRO MOLINA,IZABAL,MORALES,
18-05-0090-46,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA AMILCAR SAGASTUME RAMIREZ,IZABAL,LOS AMATES,
18-05-0484-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA EN CIENCIAS COMERCIALES JV,IZABAL,LOS AMATES,
09-01-0040-46,COLELGIO EVANGELICO LA PATRIA,QUETZALTENANGO,QUETZALTENANGO,
09-01-0149-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO QUEZALTECO,QUETZALTENANGO,QUETZALTENANGO,
09-01-0151-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO CORAZON DE JESUS,QUETZALTENANGO,QUETZALTENANGO,
09-01-0196-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUETZALTENANGO,QUETZALTENANGO,
09-01-0872-46,INSTITUTO DE ESTUDIOS AVANZADOS JOSE MARTI,QUETZALTENANGO,QUETZALTENANGO,
09-01-0889-46,INSTITUTO NOCTURNO EXPERIMENTAL DE EDUCACION MEDIA HUMANIDADES,QUETZALTENANGO,QUETZALTENANGO,
09-01-0894-46,INSTITUTO PRIVADO MIXTO NOCTURNO DE EDUCACION DIVERSIFICADA QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,
09-01-0915-46,ESCUELA PRIVADA DE EDUCACION DE ADULTOS POPOL VUH,QUETZALTENANGO,QUETZALTENANGO,
09-01-1084-46,INSTITUTO PRIVADO MIXTO BARILLAS,QUETZALTENANGO,QUETZALTENANGO,
09-01-1384-46,ESCUELA DE ARTES Y OFICIOS FEMENILES,QUETZALTENANGO,QUETZALTENANGO,
09-01-2753-46,EPRM BARILLAS,QUETZALTENANGO,QUETZALTENANGO,
09-01-3014-46,ESCUELA PARTICULAR CRISTIANA VERBO,QUETZALTENANGO,QUETZALTENANGO,
09-01-3238-46,COLEGIO PRIVADO MIXTO ISAAC NEWTON,QUETZALTENANGO,QUETZALTENANGO,
09-01-3240-46,COLEGIO PRIVADO MIXTO ISAAC NEWTON,QUETZALTENANGO,QUETZALTENANGO,
09-01-3536-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,QUETZALTENANGO,QUETZALTENANGO,
09-01-3611-46,COLEGIO UNIVERSITARIO FRIEDRICH VON HAYEK,QUETZALTENANGO,QUETZALTENANGO,
09-01-3616-46,COLEGIO PRIVADO MIXTO LICEO MODERNO,QUETZALTENANGO,QUETZALTENANGO,
09-01-3623-46,CENTRO DE ESTUDIOS TECNICOS NUEVA SEMILLA,QUETZALTENANGO,QUETZALTENANGO,
09-01-3817-46,COLEGIO PRE UNIVERSITARIO FRIEDRICH VON HAYEK,QUETZALTENANGO,QUETZALTENANGO,
09-01-3870-46,INSTITUTO DE ESTUDIOS AVANZADOS I E A CAMPUS LAS AMERICAS,QUETZALTENANGO,QUETZALTENANGO,
09-03-4178-46,CENTRO DE ESTUDIOS MODERNOS NOVISIMA ACADEMIA,QUETZALTENANGO,OLINTEPEQUE,
09-04-0873-46,ESCUELA PRIVADA NORMAL DE MAGISTERIO OCUPACIONAL,QUETZALTENANGO,SAN CARLOS SIJA,
09-06-0025-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUETZALTENANGO,CABRICAN,
09-06-3693-46,COLEGIO INTEGRAL EMPRESARIAL POR MADUREZ,QUETZALTENANGO,CABRICAN,
09-08-0917-46,CENTRO INDUSTRIAL RURAL NO 1,QUETZALTENANGO,SAN MIGUEL SIGUILA,
09-09-0030-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUETZALTENANGO,SAN JUAN OSTUNCALCO,
09-09-0031-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUETZALTENANGO,SAN JUAN OSTUNCALCO,
09-09-0328-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO EDUCATIVO LICENCIADO ANIBAL DE LEON MALDONADO,QUETZALTENANGO,SAN JUAN OSTUNCALCO,
09-09-0329-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO CENTROAMERICANO,QUETZALTENANGO,SAN JUAN OSTUNCALCO,
09-09-0333-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO CENTROAMERICANO,QUETZALTENANGO,SAN JUAN OSTUNCALCO,
09-09-0766-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO EDUCATIVO LICENCIADO ANIBAL DE LEON MALDONADO,QUETZALTENANGO,SAN JUAN OSTUNCALCO,
09-09-1310-46,COLEGIO EVANGELICO MIXTO ALFA,QUETZALTENANGO,SAN JUAN OSTUNCALCO,
09-09-3887-46,ENBI ADSCRITA A ENBI JAXNAQ TZB AL MAM KYE AJXNAQ TZAL,QUETZALTENANGO,SAN JUAN OSTUNCALCO,
09-13-0006-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUETZALTENANGO,ALMOLONGA,
09-13-3193-46,COLEGIO PRIVADO MIXTO AMERICA,QUETZALTENANGO,ALMOLONGA,
09-15-2615-46,COLEGIO PRIVADO MIXTO DE EDUCACION MEDIA LICEO HUITANECO,QUETZALTENANGO,HUITAN,
09-19-1112-46,INSTITUTO MIXTO DE DIVERIFICADO BACHILLERATO AGRICOLA Y COMPUTACION SANTIAGO APOSTOL,QUETZALTENANGO,EL PALMAR,
09-19-2612-46,ISNTITUTO MIXTO SANTIAGO APOSTOL,QUETZALTENANGO,EL PALMAR,
09-20-0657-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA RAFAEL AREVALO MARTINEZ,QUETZALTENANGO,COATEPEQUE,
09-20-0658-46,INSTITUTO PRIVADO PARA SENORITAS DE EDUCACION DIVERSIFICADA TECNICA FEMENINA DE EDUCACION PARA EL HOGAR,QUETZALTENANGO,COATEPEQUE,
09-20-0664-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTROAMERICANO,QUETZALTENANGO,COATEPEQUE,
09-21-0696-46,INSTITUTO PRIVADO MIXTO SAN LUIS,QUETZALTENANGO,GENOVA COSTA CUCA,
09-22-0714-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA PROF ELISEO LOPEZ MERIDA,QUETZALTENANGO,FLORES COSTA CUCA,
14-01-1082-46,INSTITUTO PRIVADO MIXTO CIENCIA Y DESARROLLO,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-4970-46,INSTITUTO GUATEMALTECOD DE EDUCACION RADIOFONICA IGER,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-6083-46,COLEGIO MIXTO BILINGUE INTERCULTURAL Q IJ,QUICHE,SANTA CRUZ DEL QUICHE,
14-03-0027-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,CHINIQUE,
14-04-0033-46,LICEO INTERCULTURAL ZACUALPA,QUICHE,ZACUALPA,
14-05-5456-46,INSTITUTO DIVERSIFICADO MIXTO BILINGUE,QUICHE,CHAJUL,
14-06-4674-46,CENTRO EDUCATIVO DE MAGISTERIO BILINGUE,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-10-0056-46,COLEGIO EVANGELICO MIXTO CHIUL CEMC,QUICHE,CUNEN,
14-13-1096-46,EORM,QUICHE,NEBAJ,
14-15-0104-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,SAN MIGUEL USPANTAN,
14-19-5210-46,INSTITUTO MUNICIPAL DE MAGISTERIO DE EDUCACION PRIMARIA IMEPCH,QUICHE,CHICAMAN,
12-01-0044-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA ADSCRITO A CENTRO UNIVERSITARIO USAC JN,SAN MARCOS,SAN MARCOS,
12-01-0052-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA BACHILLERATO POR MADUREZ JN,SAN MARCOS,SAN MARCOS,
12-01-1079-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA SAGRADO CORAZON JD,SAN MARCOS,SAN MARCOS,
12-01-1298-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADO SAGRADO CO RAZON JM BACHILLERATO POR MADUREZ,SAN MARCOS,SAN MARCOS,
12-01-4486-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,SAN MARCOS,SAN MARCOS,
12-01-5428-46,COLEGIO PARTICULAR MIXTO ADOLFO MENDEZ ZEPEDA,SAN MARCOS,SAN MARCOS,
12-02-0112-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO HUMANIDADES JV,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,
12-02-0121-46,COLEGIO INTEGRAL JUVENTUD CRISTIANA,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,
12-02-0123-46,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,
12-02-0125-46,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,
12-02-0127-46,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,
12-02-0129-46,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,
12-02-1085-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE CIENCIAS COMERCIALES GUATEMALA,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,
12-02-1259-46,INSTITUTO PRIVADO DE BACHILLERATO POR MADUREZ SOAMAK,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,
12-02-4136-46,COLEGIO DE ESTUDIOS AVANZADOS C E S C,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,
12-02-4306-46,LICEO TECNOLOGICO EN COMPUTACION,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,
12-02-4340-46,COLEGIO CATOLICO SAN FRANCISCO DE ASIS,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,
12-03-4707-46,INSTITUTO DIVERSIFICADO PRIVADO MIXTO,SAN MARCOS,SAN ANTONIO SACATEPEQUEZ,
12-04-0065-46,INSTITUTO DE EDUCACION DIVERSIFICADA MUNICIPAL,SAN MARCOS,COMITANCILLO,
12-04-0079-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SAN MARCOS,COMITANCILLO,
12-06-0084-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SAN MARCOS,CONCEPCION TUTUAPA,
12-07-3317-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,SAN MARCOS,TACANA,
12-08-0018-46,INSTITUTO PRIVADO TOHAMAN,SAN MARCOS,SIBINAL,
12-11-5078-46,INSTITUTO PRIVADO MIXTO MIGUEL ANGEL ASTURIAS,SAN MARCOS,SAN RAFAEL PIE DE LA CUESTA,
12-11-5431-46,COLEGIO PRIVADO MIXTO SUPERACION,SAN MARCOS,SAN RAFAEL PIE DE LA CUESTA,
12-12-1259-46,INSTITUTO PRIVADO DE BACHILLERATO POR MADUREZ SOAMAK,SAN MARCOS,NUEVO PROGRESO,
12-12-3612-46,CENTRO EDUCATIVO DE INFORMATICA,SAN MARCOS,NUEVO PROGRESO,
12-13-0032-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SAN MARCOS,EL TUMBADOR,
12-13-3703-46,CPMI DE CIENCIAS COMERCIALES EL ADELANTO,SAN MARCOS,EL TUMBADOR,
12-15-0037-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SAN MARCOS,MALACATAN,
12-15-4193-46,INSTITUTO NORMAL MIXTO MALACATAN,SAN MARCOS,MALACATAN,
12-15-4644-46,COLEGIO CORAZON DE JESUS,SAN MARCOS,MALACATAN,
12-15-5427-46,INSTITUTO DE PERITO EN MERCADOTECNIA Y PUBLICIDAD,SAN MARCOS,MALACATAN,
12-16-1237-46,EPRM,SAN MARCOS,CATARINA,
12-17-1151-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ,SAN MARCOS,AYUTLA,
12-17-3046-46,CENTRO DOCENTE DE COMPUTACION ALFA Y OMEGA,SAN MARCOS,AYUTLA,
12-18-0013-46,COLEGIO PRIVADO RURAL MIXTO LICEO MODERNO,SAN MARCOS,OCOS,
12-18-0017-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SAN MARCOS,OCOS,
12-18-0018-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SAN MARCOS,OCOS,
12-18-5062-46,CENTRO EDUCATIVO CRISTO EL SALVADOR FE Y ALEGRIA NO 03,SAN MARCOS,OCOS,
12-19-3909-46,LICEO TECNOLOGICO HUMANISTA SAN PABLO,SAN MARCOS,SAN PABLO,
12-19-5070-46,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA MUNICIPAL,SAN MARCOS,SAN PABLO,
12-19-5276-46,COLEGIO PRIVADO EMANUEL,SAN MARCOS,SAN PABLO,
12-20-4367-46,INSTITUTO DIVERSIFICADO POR EL SISTEMA DE COOPERATIVA,SAN MARCOS,EL QUETZAL,
12-24-0039-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SAN MARCOS,SAN JOSE OJETENAM,
12-26-4710-46,COLEGIO PARTICULAR INTERCULTURAL SIPAKAPENSE,SAN MARCOS,SIPACAPA,
12-28-4199-46,INSTITUTO PRIVADO URBANO MIXTO TECNICO EN COMPUTACION ITCRB POR MADUREZ,SAN MARCOS,RIO BLANCO,
12-29-0045-46,COLEIO CRISTIANO,SAN MARCOS,SAN LORENZO,
12-29-4728-46,INSTITUTO DIVERSIFICADO DR JUAN JOSE AREVALO BERMEJO,SAN MARCOS,SAN LORENZO,
06-01-1515-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,SANTA ROSA,CUILAPA,
06-01-1989-46,COLEGIO TECNICO INDUSTRIAL EMANUEL,SANTA ROSA,CUILAPA,
06-04-1460-46,COLEGIO PARROQUIAL MIXTO EL SAGRADO CORAZON DE JESUS,SANTA ROSA,CASILLAS,
06-04-1825-46,INSTITUTO DE DIVERSIFICADO MUNICIPAL,SANTA ROSA,CASILLAS,
06-07-1681-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSENANZA,SANTA ROSA,SAN JUAN TECUACO,
06-08-0452-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO CULTURAL,SANTA ROSA,CHIQUIMULILLA,
06-08-1162-46,COLEGIO TECNICO DE COMPUTACION C T S,SANTA ROSA,CHIQUIMULILLA,
06-08-2001-46,COLEGIO EN FORMACION NUEVO MILENIO,SANTA ROSA,CHIQUIMULILLA,
06-09-1572-46,LICEO MIXTO DE EDUCACION DIVERSIFICADA MONSENOR JUAN GERARDI CONEDERA,SANTA ROSA,TAXISCO,
06-13-1811-46,LICEO PARTICULAR MIXTO SAN ANTONIO,SANTA ROSA,PUEBLO NUEVO VINAS,
06-14-1765-46,INSTITUTO PARTICULAR MIXTO DE COMERCIO,SANTA ROSA,NUEVA SANTA ROSA,
16-01-0137-46,INSTITUTO MIXTO NOCTURNO FRANCISCO MARROQUIN,ALTA VERAPAZ,COBAN,
16-01-0150-46,INSTITUTO INTERCULTRUAL ALTAVERAPACENCESE IIAV,ALTA VERAPAZ,COBAN,
16-01-1172-46,COLEGIO PARTICULAR MIXTO CARLOS V,ALTA VERAPAZ,COBAN,
16-01-1173-46,COLEGIO PARTICULAR MIXTO CARLOS V,ALTA VERAPAZ,COBAN,
